cid,text,time,author,channel,votes,photo,heart,replies_count,video_id,video_title,video_published_at
Ugz9lz1Xg3EB5Wuy3El4AaABAg,Благодарю 🙏🏻,2024-12-05T04:36:15Z,@zaitseva_nasti,UCd7JLPIoIsQn57imMnxPxtQ,0,https://yt3.ggpht.com/lFpawR9qfJtdh6YXssTCw20Ov1Y0AEfWmHgLRg7TAHtlNX0Cw6qibI-Kh7NlIbN5AbPPkUM4Eg=s48-c-k-c0x00ffffff-no-rj,False,0,d1s4pRVQPu0,ДИАГНОСТИКА ОНКОЛОГИИ! Проверь свои родинки! #докторлиза расскажет когда идти к доктору #nikolife,2024-07-15T14:30:22Z
Ugyqzu2icOLOUJpiBoZ4AaABAg,"Гений, про вред этой штуки почему-то не расказали",2024-07-15T20:30:15Z,@ДмитрийЧечулин-ь8й,UCvXwHE8eGWR5OnC3GWBft0A,1,https://yt3.ggpht.com/ytc/AIdro_ljRpmm3nURjSuG9dKTub5OGzuKVlctC5TOGfeZn099y3ec9URJgsjzmIIfNwjN_6h8UNQ=s48-c-k-c0x00ffffff-no-rj,False,0,d1s4pRVQPu0,ДИАГНОСТИКА ОНКОЛОГИИ! Проверь свои родинки! #докторлиза расскажет когда идти к доктору #nikolife,2024-07-15T14:30:22Z
Ugy3fMmzgTp1YVBsipd4AaABAg,супер полезно !,2024-07-12T17:28:06Z,@nikolife_kitchen,UCpzWEd-GHQuUVWBw5sPLwRg,0,https://yt3.ggpht.com/_roLAGtFjl13nRennzYuXT5bMn5nESy8348xP11io6lQgUogvLYDq53gIFLhN7U47hpKfXOWAA=s48-c-k-c0x00ffffff-no-rj,False,0,i-wqaLBuY_E,Опасные КАПЛИ В НОС? Как избавиться от зависимости! #докторлиза #nikolife,2024-07-11T14:30:28Z
UgyrbaSCWLVfy3v8vGt4AaABAg,Подсадили вас на свою &quot;каплю&quot; 😄,2024-07-11T16:51:43Z,@ЮлияМаркелова-к5е,UCkMEHnYnHFOkiK1EVCSHfug,0,https://yt3.ggpht.com/ytc/AIdro_mbPUMDu7PgjUXTQLOjBiQIsva_cWPVQCuOYOfa-gtY9iqW=s48-c-k-c0x00ffffff-no-rj,False,0,i-wqaLBuY_E,Опасные КАПЛИ В НОС? Как избавиться от зависимости! #докторлиза #nikolife,2024-07-11T14:30:28Z
Ugx24PNTAUSI1vxhAvR4AaABAg,"Как опытный наркоман говорю, солевой раствор очень хорошая вещь👍",2024-07-11T15:50:56Z,@unitazavr3369,UClFwKoUOTuKDnnSEYM7jkgg,1,https://yt3.ggpht.com/ytc/AIdro_mZnaMZTZwe9RFCINlLNQdbtUnKKGx8XMUn8mHM2V20nA=s48-c-k-c0x00ffffff-no-rj,False,0,i-wqaLBuY_E,Опасные КАПЛИ В НОС? Как избавиться от зависимости! #докторлиза #nikolife,2024-07-11T14:30:28Z
UgzEwEHbyoF1XjlnELd4AaABAg,Обоятельный ребенок ❤,2024-07-26T16:38:14Z,@user-mz9ob2py99f,UCNxLKd2ExDZrs-xOxcrfBeQ,0,https://yt3.ggpht.com/gYBnRryx9gORme6k6pbu4Asy7yymFRYth-fIKvSgaN1qVADpZT75WgYGj7f5fPpF1GVMYrLPkg=s48-c-k-c0x00ffffff-no-rj,False,0,dsR4vjMpxhI,Здоровые стопы - это просто!чтобы не было ТОЙ САМОЙ КОСТОЧКИ на ноге!  #докторлиза #nikolife,2024-07-03T14:30:28Z
UgwNnbuRGNCuSYA7_Vh4AaABAg,"Спасибо,  доктор Кирюша)))",2024-07-05T10:15:52Z,@Ольга-ш3у5о,UCzkcyw-FlspC4Ksn8hQpkzA,0,https://yt3.ggpht.com/BKv1u4seTQoveAjfyQUbq0skyRDQqhvrl_cbSWVVhS7zOKtJONOrZNdj-10IakSEEotZ8yQp=s48-c-k-c0x00ffffff-no-rj,False,0,dsR4vjMpxhI,Здоровые стопы - это просто!чтобы не было ТОЙ САМОЙ КОСТОЧКИ на ноге!  #докторлиза #nikolife,2024-07-03T14:30:28Z
UgxyNLZ3ZvW1UiYT1YZ4AaABAg,"Доктор Кирюша,  очень хорошо в кадре держится! 😊",2024-07-04T13:40:41Z,@ОлесяДемидова-х2б,UCxD02IdNE0qtMWTIMwU_4Nw,0,https://yt3.ggpht.com/ytc/AIdro_nfeyl_wGGqhYOMmg9BNDiwxd_NYo5CWAqAxu9UCR_Gm42K7hPXnovvLUGHcdZvmu4bcFg=s48-c-k-c0x00ffffff-no-rj,False,0,dsR4vjMpxhI,Здоровые стопы - это просто!чтобы не было ТОЙ САМОЙ КОСТОЧКИ на ноге!  #докторлиза #nikolife,2024-07-03T14:30:28Z
UgwHq6NsADgdtUwS4sV4AaABAg,"Очень правильно учить ребёнка, думать о своём здоровье с детства!",2024-07-04T12:22:01Z,@olyaefimova5000,UCk5449fVUKfdku5oQ3aRZlg,0,https://yt3.ggpht.com/ytc/AIdro_k4RDOhAotuADPygO-DAvIqFMFCfCL0akCaqA0cNvY=s48-c-k-c0x00ffffff-no-rj,False,0,dsR4vjMpxhI,Здоровые стопы - это просто!чтобы не было ТОЙ САМОЙ КОСТОЧКИ на ноге!  #докторлиза #nikolife,2024-07-03T14:30:28Z
Ugy2b8hrOmYAi0LCWAh4AaABAg,"Спасибо, доктор Кирюша, мечтаем о такой обуви 👌",2024-07-04T12:07:21Z,@СветланаЖуравлева-х2м,UCRkZPdZ15H--6ywx4mEFl-A,0,https://yt3.ggpht.com/ytc/AIdro_lZeiykQu3SJKcvUV9PRABECQK7Ir-eL37Zd_EdF9L6kcxa6BHZjhuo1kKFwGtzg-TeAhc=s48-c-k-c0x00ffffff-no-rj,False,0,dsR4vjMpxhI,Здоровые стопы - это просто!чтобы не было ТОЙ САМОЙ КОСТОЧКИ на ноге!  #докторлиза #nikolife,2024-07-03T14:30:28Z
UgyzkQnt8nEgdTAPn-94AaABAg,"Спасибо, доктор Кирюша, мечтаем и такой обуви👍🏻",2024-07-04T12:05:22Z,@СветланаЖуравлева-х2м,UCRkZPdZ15H--6ywx4mEFl-A,0,https://yt3.ggpht.com/ytc/AIdro_lZeiykQu3SJKcvUV9PRABECQK7Ir-eL37Zd_EdF9L6kcxa6BHZjhuo1kKFwGtzg-TeAhc=s48-c-k-c0x00ffffff-no-rj,False,0,dsR4vjMpxhI,Здоровые стопы - это просто!чтобы не было ТОЙ САМОЙ КОСТОЧКИ на ноге!  #докторлиза #nikolife,2024-07-03T14:30:28Z
UgwSoLoXUm6J25oq5Kt4AaABAg,"Доктор Кирюша, в чем секрет вашей молодости 😀",2024-07-04T11:56:12Z,@Jany_Radha_Ramana,UCGhbeWJhQTrG3klbjcZg-cw,0,https://yt3.ggpht.com/qB7MVZYP65veCzPyx1T8bCPzE5gy4YDG6I1LGuQJA24GpdJ9A9pMVXDr2SMaUGPmeZBryOsUIA=s48-c-k-c0x00ffffff-no-rj,False,0,dsR4vjMpxhI,Здоровые стопы - это просто!чтобы не было ТОЙ САМОЙ КОСТОЧКИ на ноге!  #докторлиза #nikolife,2024-07-03T14:30:28Z
UgwwWK9qSwuGF4vdVJN4AaABAg,Кирилл такой серьезный доктор 👨🏻‍⚕️,2024-07-04T11:50:35Z,@YoAniaYeah,UCXw34d-auHFGxUasX0agyCw,0,https://yt3.ggpht.com/ytc/AIdro_lui9XZWJ-nP0XZXPFqXh7eD0RB7ptZ3TaBEr4U6EBvndw=s48-c-k-c0x00ffffff-no-rj,False,0,dsR4vjMpxhI,Здоровые стопы - это просто!чтобы не было ТОЙ САМОЙ КОСТОЧКИ на ноге!  #докторлиза #nikolife,2024-07-03T14:30:28Z
UgyDL4SzwF4Yhfsjst54AaABAg,"Доктор Кирюша, что вы думаете о ходьбе по тропе здоровья ?",2024-07-04T11:50:16Z,@СофьяДробышева-п9б,UCsaSO2S1ePmJL9IF7KKDbBg,0,https://yt3.ggpht.com/ytc/AIdro_mnL4OPZDwV0ZvwJiguMBZjFKDItNkMkZtzfc4GW9JuiFYMhEu_vCOr9oFwC0xho5j1CpY=s48-c-k-c0x00ffffff-no-rj,False,0,dsR4vjMpxhI,Здоровые стопы - это просто!чтобы не было ТОЙ САМОЙ КОСТОЧКИ на ноге!  #докторлиза #nikolife,2024-07-03T14:30:28Z
Ugw2OgowH-Xw1lORD6h4AaABAg,Массаж самая приятная часть 😍,2024-07-04T11:49:34Z,@СофьяДробышева-п9б,UCsaSO2S1ePmJL9IF7KKDbBg,0,https://yt3.ggpht.com/ytc/AIdro_mnL4OPZDwV0ZvwJiguMBZjFKDItNkMkZtzfc4GW9JuiFYMhEu_vCOr9oFwC0xho5j1CpY=s48-c-k-c0x00ffffff-no-rj,False,0,dsR4vjMpxhI,Здоровые стопы - это просто!чтобы не было ТОЙ САМОЙ КОСТОЧКИ на ноге!  #докторлиза #nikolife,2024-07-03T14:30:28Z
UgxlDquXJF4mgf3_EY14AaABAg,Что если сын выбрал палец вместо соски 🤪,2024-07-05T10:22:15Z,@schwarzekaninchen,UCAY6NFoihXW1du_r33aB0JQ,0,https://yt3.ggpht.com/ytc/AIdro_lLa7fRLCO1Xxoxh8YW7jdfRDcoh29c55AkMewcutM=s48-c-k-c0x00ffffff-no-rj,False,0,9sRHXJ78I3A,"Эти гаджеты ТОРМОЗЯТ РАЗВИТИЕ ДЕТЕЙ! Мамы, пишите в комментарии, что использовали👇#докторлиза",2024-06-28T13:30:11Z
UgzWxfpX36NUJ2ufRy94AaABAg,"Спасибо доктор! Слава Богу, что в медиа есть доктор, который говорит о профилактике РПП и здоровом пищевом поведении у детей",2024-06-26T15:53:08Z,@nikolife_nutrition,UCmefq5JW-K3Nt1gMsAkpysA,1,https://yt3.ggpht.com/jiysXBdI3R9YTep_WDiDdfKWguXUxa8F7kbCSDa8ZbFzVsJvPJpHqIsAkb07lpugExrVIZnezA=s48-c-k-c0x00ffffff-no-rj,False,1,sxZcbWBD8KY,"Не ГОВОРИ ЭТО, КОГДА КОРМИШЬ РЕБЕНКА! Стоп фразы в прикорме #докторлиза #nikolife",2024-06-26T14:30:30Z
UgwNmGPb6cj_SZ2bZyJ4AaABAg,что за красотка,2024-06-26T15:07:28Z,@nikolife_kitchen,UCpzWEd-GHQuUVWBw5sPLwRg,0,https://yt3.ggpht.com/_roLAGtFjl13nRennzYuXT5bMn5nESy8348xP11io6lQgUogvLYDq53gIFLhN7U47hpKfXOWAA=s48-c-k-c0x00ffffff-no-rj,False,1,sxZcbWBD8KY,"Не ГОВОРИ ЭТО, КОГДА КОРМИШЬ РЕБЕНКА! Стоп фразы в прикорме #докторлиза #nikolife",2024-06-26T14:30:30Z
UgzeA1rioo5CAFGnvgJ4AaABAg,Банан - мой любимый фрукт!,2024-06-28T14:51:41Z,@theilyaefimov,UCTZ9c0lYLm1nVzor9iJhuKg,0,https://yt3.ggpht.com/ytc/AIdro_nb_izmwfFmt9UWr6nV1__tYmSQ_ydq0kXeGwpNDyGfxsA=s48-c-k-c0x00ffffff-no-rj,False,0,SguSQWRfqEk,САМЫЙ ВРЕДНЫЙ ФРУКТ В ТВОЕМ РАЦИОНЕ - ИСКЛЮЧИ ЕГО ПРЯМО СЕЙЧАС! #докторлиза #nikolife,2024-06-24T14:30:14Z
UgxgjKLuqFWQtnTw7ul4AaABAg,"Провокация, дуризм -  ешьте фрукты любые что душа желает, как будто мы килограммами едим.😂",2024-06-27T06:44:00Z,@ТамараБектенова,UCCLiupztDFw0MwOf0WU-IIQ,0,https://yt3.ggpht.com/ytc/AIdro_m8zIJfWYae9vth0p-k_d5UeKlPFmBohDXtXbn7HEQ=s48-c-k-c0x00ffffff-no-rj,False,1,SguSQWRfqEk,САМЫЙ ВРЕДНЫЙ ФРУКТ В ТВОЕМ РАЦИОНЕ - ИСКЛЮЧИ ЕГО ПРЯМО СЕЙЧАС! #докторлиза #nikolife,2024-06-24T14:30:14Z
UgxE9IPqP1Rj16M_fyZ4AaABAg,"Не занимайтесь ерундой,Бог вам воздаст за ваш обман",2024-06-27T05:34:07Z,@taranamekhravar3097,UCFEKBbXN9bgTh6ypnGAJ0TQ,0,https://yt3.ggpht.com/ytc/AIdro_kEoBfl4qnj3O92kP1Sx9T2kcGZ5YosFm2ZNsgO8L8=s48-c-k-c0x00ffffff-no-rj,False,1,SguSQWRfqEk,САМЫЙ ВРЕДНЫЙ ФРУКТ В ТВОЕМ РАЦИОНЕ - ИСКЛЮЧИ ЕГО ПРЯМО СЕЙЧАС! #докторлиза #nikolife,2024-06-24T14:30:14Z
UgxgPqCfHbQCCjfHj494AaABAg,Не умничай !!!,2024-06-26T15:04:04Z,@naraava1992,UCEd20mY6jJpmGe-p0CVJ62A,1,https://yt3.ggpht.com/ytc/AIdro_nPqw5YTSmUV7L8X4jtewaNiQcTR_zs5uTLfRWdmHI=s48-c-k-c0x00ffffff-no-rj,False,3,SguSQWRfqEk,САМЫЙ ВРЕДНЫЙ ФРУКТ В ТВОЕМ РАЦИОНЕ - ИСКЛЮЧИ ЕГО ПРЯМО СЕЙЧАС! #докторлиза #nikolife,2024-06-24T14:30:14Z
UgyXsA-ilMQssrIAyiN4AaABAg,"Я состою из фруктов 😂 Немного переживаю, но углеводный обмен держится 🎉 так что персики мое все 😊",2024-06-24T15:40:29Z,@nikolife_nutrition,UCmefq5JW-K3Nt1gMsAkpysA,0,https://yt3.ggpht.com/jiysXBdI3R9YTep_WDiDdfKWguXUxa8F7kbCSDa8ZbFzVsJvPJpHqIsAkb07lpugExrVIZnezA=s48-c-k-c0x00ffffff-no-rj,False,1,SguSQWRfqEk,САМЫЙ ВРЕДНЫЙ ФРУКТ В ТВОЕМ РАЦИОНЕ - ИСКЛЮЧИ ЕГО ПРЯМО СЕЙЧАС! #докторлиза #nikolife,2024-06-24T14:30:14Z
UgysUkWCFrhX5lJXmCB4AaABAg,А если этот человек — ваш ребенок приходите к докторам Николайф 😁❤️,2024-06-24T15:14:57Z,@СофьяДробышева-п9б,UCsaSO2S1ePmJL9IF7KKDbBg,0,https://yt3.ggpht.com/ytc/AIdro_mnL4OPZDwV0ZvwJiguMBZjFKDItNkMkZtzfc4GW9JuiFYMhEu_vCOr9oFwC0xho5j1CpY=s48-c-k-c0x00ffffff-no-rj,False,1,SguSQWRfqEk,САМЫЙ ВРЕДНЫЙ ФРУКТ В ТВОЕМ РАЦИОНЕ - ИСКЛЮЧИ ЕГО ПРЯМО СЕЙЧАС! #докторлиза #nikolife,2024-06-24T14:30:14Z
Ugzu2xTaLf3oSeAuR6F4AaABAg,Блин я думала это про детей 😂ну в принципе подходит да аххххаха,2024-06-24T14:49:59Z,@АннаХаблова-я6и,UCE_JyP2QpxMIa8ec8PcQOuA,0,https://yt3.ggpht.com/ytc/AIdro_nt5I3z1jYCvKqMdDjTdlPDXKigd4iygJ8-8B3Xiw4=s48-c-k-c0x00ffffff-no-rj,False,1,SguSQWRfqEk,САМЫЙ ВРЕДНЫЙ ФРУКТ В ТВОЕМ РАЦИОНЕ - ИСКЛЮЧИ ЕГО ПРЯМО СЕЙЧАС! #докторлиза #nikolife,2024-06-24T14:30:14Z
Ugzdk_XEZgbFYSuz-kB4AaABAg,"Вместо рекламы канала можно было бы озвучить хоть какую-то полезную информацию:<br>- почему нельзя?<br>- чем заменить?<br>- ранний возраст, это какой именно? <br>-  чем плохо пюрэ? Плохим считается вообще всё пюрэ или только купленное в магазине? Чем тогда кормить ребёнка которому ещё рано есть твёрдую еду?<br>А так, выходит что видео ни о чём. Всё нельзя, а вот куча бесполезной рекламы, там вы, может быть, найдёте что-то полезное.<br>Только вот желания переходить куда либо нет. Создаём ощущение, что там меня ожидает тонна такой-же бессмысленной воды. В итоге я не только ничего не получу, но и потеряю время.<br>Впрочем, вы хорошо держитесь перед камерой. У вас приятные внешность и голос. Если доработать смысловую составляющую, то качество видео станет лучше.<br>Надеюсь, вы оцените то, что я уделила своё время на написание этого комментария. Ведь пишу я его не ради хэйта, а лишь из желания, чтобы вы в полной мере раскрыли имеющийся потенциал",2024-06-21T16:43:33Z,@БлудныйЛис,UCWUk_b9fXA-0nHtqujEK0Eg,0,https://yt3.ggpht.com/ytc/AIdro_lSP7UXcLv6PAzZF0gH8fUy6d5-DwOCeJ8jCLZLkvTtJg=s48-c-k-c0x00ffffff-no-rj,False,2,wRowXgYQjLo,"НЕ ВВОДИ ПРИКОРМ ТАК! Пишите в комментариях, как вы кормили малыша? #nikolife #докторлиза",2024-06-21T13:01:03Z
UgwFpxi6eyFYhs4hZmp4AaABAg,Нужно  обратиться  к  врачу!!!!😢,2024-06-15T08:18:16Z,@АнтонинаНиколаенко-н6е,UCC9SWzfG-aZS-2DXh7ZXjBQ,0,https://yt3.ggpht.com/ytc/AIdro_m40uRQD0SxNcc-Q0VA5zaik4t6YEjU5H9EKzCqOQIy9nIljq2RNxN_kJCVrG9HENsooXk=s48-c-k-c0x00ffffff-no-rj,False,1,k-9jw3nEl1g,ПОМОЩЬ ПРИ РВОТЕ И ЖИДКОМ СТУЛЕ ДЕТЯМ от #докторлиза #nikolife #ротавирус,2024-06-14T14:30:15Z
UgxPlCiBYnRnj_kgXnZ4AaABAg,"Подскажите, это всё можно детям?",2024-06-12T16:02:09Z,@ТахминаОсипова,UCv18iKiMCogbC034juitUFQ,1,https://yt3.ggpht.com/ytc/AIdro_m1qU1kqgWA2eoib9E0pUrMY1Eq3yUxzGN2YVOIyCU=s48-c-k-c0x00ffffff-no-rj,False,2,LEPOf1CCFuw,ПОБЕДИ ЗАПОР БЫСТРО С ПОМОЩЬЮ ЭТИХ РЕКОМЕНДАЦИЙ от #докторлиза  #nikolife,2024-06-12T15:30:06Z
UgzmQ8DfiIMmSKwljg54AaABAg,Гвоздика убивает паразитов,2024-06-03T20:57:47Z,@ИванКоротков-с5ф,UC_A_Zg7wzMdK8chYwOmA19w,0,https://yt3.ggpht.com/ytc/AIdro_kEnTf5AI4rCeKoOEbZjIb4mjpeQac3-HqPn3kN3yA=s48-c-k-c0x00ffffff-no-rj,False,1,rzOHURaF7cY,ТОП ПРОДУКТЫ ОТ ПАРАЗИТОВ #докторлиза  #nikolife,2024-06-03T14:52:32Z
UgylDtAqepyfvUEWGgJ4AaABAg,Господи вот задрали уже скрип зубами к глистам приравнивать,2024-05-30T10:47:59Z,@FlowSwiftKey125.,UCYQbwhUisS-0cNLZMqFpqxw,0,https://yt3.ggpht.com/ytc/AIdro_mBIcRF7KJgZtH1sF9zpZLyP7dSzGRgl9uQCveLZwMNt8fOfoKZxIn1FLNP303YunpsIQ=s48-c-k-c0x00ffffff-no-rj,False,1,RsdB5XLlkcA,СКОЛЬКО ПОЛОЖИТЕЛЬНЫХ ОТВЕТОВ? Пиши в комментарии #докторлиза #nikolife,2024-05-29T14:45:01Z
Ugz6kjbo4lqhKvktHN14AaABAg,🐛Переходи по ссылке в описании канала и забудь о паразитозе у ребенка🐛,2024-05-28T14:49:53Z,@dok_liza,UC1Sx5ZuAhIGk35hsUzb7Evw,0,https://yt3.ggpht.com/JViULz6ADsa4rt_eCCaugKIM0URlhwVJGE7QPsTk5pg_1Uvv9cY2bNwt6YP_q1r-CWDRwHYMJQ=s48-c-k-c0x00ffffff-no-rj,False,0,WxN05UPKPfk,ПАРАЗИТЫ У РЕБЕНКА? Простая диагностика от #докторлиза #nikolife,2024-05-28T14:45:02Z
Ugzi53xW4J3Bwpa0SU54AaABAg,Симпотяшка,2024-05-28T19:31:35Z,@awdsqwerty3795,UCxFh2LJooYnCIOwBJa0rruQ,0,https://yt3.ggpht.com/ytc/AIdro_kHl1ae7rqU_Xo7gb9M-4ZKatkQfZTnwZabmHF5lYHnLA0=s48-c-k-c0x00ffffff-no-rj,False,1,WxN05UPKPfk,ПАРАЗИТЫ У РЕБЕНКА? Простая диагностика от #докторлиза #nikolife,2024-05-28T14:45:02Z
UgxkP5b6bWu1MYlK5Qh4AaABAg,"Что за жизнь без булочек? Нет уж, я лучше проживу на 10 лет меньше, но у меня будет каждый день такое удовольствие как поедание вкусных булочек, пирожков и прочих жаренных хлебобулочных изделий.",2024-05-28T17:45:35Z,@Rashu_na_parashu,UC9xWhODNlvUN0uwI7HKXCZQ,0,https://yt3.ggpht.com/c7oYiG3ozU6fsFtF8k2LjOFGf5xd80prXarH61sL4ogqRCfcllsyooaNFICWWVYfMpISGuPjVQ=s48-c-k-c0x00ffffff-no-rj,False,1,RaHBSP0CZjM,СПАСАЕМ ЖЕЛЧНЫЙ ПУЗЫРЬ! Как избежать КАМНЕЙ? #докторлиза #nikolife,2024-05-27T14:45:02Z
UgxqkYszJVP56nG24tt4AaABAg,"Почему все носятся с этой лактозой и глютеном.... Есть куча других непереносимостей /аллергий, изза которых может быть вздутие и пр.",2024-05-25T08:12:40Z,@shizuo-96,UCcoN5Cfeb-l5Jyl7IYwDyvw,0,https://yt3.ggpht.com/ytc/AIdro_knvE7M4aZgN3sZdYN-PaJOf_mHWUjaQ2ohkNVncmU=s48-c-k-c0x00ffffff-no-rj,False,1,GJZ5cMtAj4g,ИЗБАВЬСЯ от ВЗДУТИЯ и ГАЗООБРАЗОВАНИЯ! Что обследовать? #докторлиза  #nikolife,2024-05-23T14:45:01Z
Ugwvp7fGHwL778-kBKN4AaABAg,"В следующий раз, попрошу рассказать это всё более доступным языком.",2024-05-24T03:34:15Z,@НатальяШевелёва-г6ш,UCVWsou-rAIAYarL1-KtWcOQ,0,https://yt3.ggpht.com/ytc/AIdro_nNAUOorrpW7ncBcCwPwJlKZ75ww-aa7S3dsj-VoUdTj3YJk3FDcp0DhwE30GVT-MsTE7Q=s48-c-k-c0x00ffffff-no-rj,False,1,GJZ5cMtAj4g,ИЗБАВЬСЯ от ВЗДУТИЯ и ГАЗООБРАЗОВАНИЯ! Что обследовать? #докторлиза  #nikolife,2024-05-23T14:45:01Z
UgxdZZ1or9Kmtvc4fNR4AaABAg,С врачом посоветоваться не забудьте,2024-05-25T08:36:42Z,@АнастасияНикифорова-ю5л,UCk1q1V8GVVkR45DPZvY0AZg,0,https://yt3.ggpht.com/ytc/AIdro_nDBgzSV-QRa-aKoSAmDb9NoaayqZYvy68vjXKbYrA=s48-c-k-c0x00ffffff-no-rj,False,1,9nU7Pliwel0,СУПЕР СПЕЦИИ против ВОСПАЛЕНИЯ с доказанной эффективностью от #докторлиза #nikolife,2024-05-21T14:45:01Z
UgydZ6esI8V3Ru4dU6F4AaABAg,Спасибо! А в какое время суток лучше пить?,2024-05-21T15:57:28Z,@springmelody916,UCtZUZtjINKL0I2wrttD6p0w,0,https://yt3.ggpht.com/ytc/AIdro_n2udBzeYBteVO94AOvACDKqyHN4sBTqV2YenVzO3Y2Ic5h7sd9c1UhQi-g7V9kvb_L3A=s48-c-k-c0x00ffffff-no-rj,False,1,9nU7Pliwel0,СУПЕР СПЕЦИИ против ВОСПАЛЕНИЯ с доказанной эффективностью от #докторлиза #nikolife,2024-05-21T14:45:01Z
UgwpJHhaj0GTdcmYRC54AaABAg,"❗САЙТ  - <a href=""https://enzym.ru/"">https://enzym.ru/</a> и промокод на скидку : ❗ докторлиза",2024-05-15T15:29:12Z,@dok_liza,UC1Sx5ZuAhIGk35hsUzb7Evw,0,https://yt3.ggpht.com/JViULz6ADsa4rt_eCCaugKIM0URlhwVJGE7QPsTk5pg_1Uvv9cY2bNwt6YP_q1r-CWDRwHYMJQ=s48-c-k-c0x00ffffff-no-rj,False,0,vPO_6UF_KjM,ПОМОЩЬ ДЛЯ ПОДЖЕЛУДОЧНОЙ ЖЕЛЕЗЫ - рекомендации от #докторлиза #nikolife,2024-05-15T14:45:03Z
UgxSe6X9EAsCZEpJHeZ4AaABAg,Доктор Лиза? Не стыдно спекулировать этим святым именем?,2024-05-13T15:49:11Z,@МаринаГрищенкова-ф1х,UC-_ffvqaifg2KK-fltDQSuA,0,https://yt3.ggpht.com/ytc/AIdro_l-Zdi8zK-JTBGgl-rIhZwr5tKdw1de7JJ3QSZXCRM=s48-c-k-c0x00ffffff-no-rj,False,1,9qoB_eIpsiU,ЕШЬ И ХУДЕЙ! Без сопротивления и силы воли! #докторлиза  #nikolife,2024-05-13T14:45:00Z
Ugxv6jZTQlcQWU79Tip4AaABAg,Ещё какая сила воли нужна чтобы 30 раз пережёвывать..!,2024-05-13T15:24:40Z,@ИринаОкеанова-л1з,UCSI4ZWwgeWkBdAEgYjvLcFA,1,https://yt3.ggpht.com/ytc/AIdro_lWrIWYulvPcs4XY-p9P7m6sJqXs4uASpOyuJbYDjs=s48-c-k-c0x00ffffff-no-rj,False,1,9qoB_eIpsiU,ЕШЬ И ХУДЕЙ! Без сопротивления и силы воли! #докторлиза  #nikolife,2024-05-13T14:45:00Z
UgwJTsOnH8UNOeSEQbl4AaABAg,Не вводите людей в заблуждение!!!,2024-05-11T11:19:28Z,@СветланаПирогова-х9п,UCYTKD7hQvjA4YhkyIs8ohFw,0,https://yt3.ggpht.com/ytc/AIdro_lvEZRddGxDBGrhCmHRDFN3tTuYz__2FKgzVwPH2cJOcHcfnTOpWa_zCfbDjTMPcYqZjIA=s48-c-k-c0x00ffffff-no-rj,False,0,Gak7U_tE71k,СНИЖАЕМ ДАВЛЕНИЕ ДОМА БЕЗ ТАБЛЕТОК! Простые шаги от #докторлиза из #nikolife,2024-05-10T14:45:00Z
Ugw0nPkvSdpNZS0Evet4AaABAg,Вызвать тебя и сниться ад 😂,2024-05-11T06:58:01Z,@СтаниславОрлов-л4з,UCWMzv5vDlj_uECOdJI_FZ0w,0,https://yt3.ggpht.com/ytc/AIdro_nyr9aw8Bz9NowI2qNn8VWFuHi12tKEYRXZ7IEGxw5NXmyQnJiYJ-gjuEy3B8zD1RGtoq4=s48-c-k-c0x00ffffff-no-rj,False,1,Gak7U_tE71k,СНИЖАЕМ ДАВЛЕНИЕ ДОМА БЕЗ ТАБЛЕТОК! Простые шаги от #докторлиза из #nikolife,2024-05-10T14:45:00Z
UgwbI-GWFnzCymYA0Md4AaABAg,"Мы берём Каптоприл под язык и тридцать капель карвалола и вуа ля, криз под контролем. А вы девушка пургу не несите. Хотя диарея тоже снизит давление.Пока вы сосете глицин, шандарахнет инсульт и вы уже не сможете самостоятельно найти сонную артерию.",2024-05-11T06:37:09Z,@ТатьянаТаирова-ф9т,UCnWznBogVjDZ8tghLANLm4w,0,https://yt3.ggpht.com/ytc/AIdro_nOAQwrhPlY0IPC6ShD8RjZSmDmXwb1N37EdBMrjCPqQtrj=s48-c-k-c0x00ffffff-no-rj,False,1,Gak7U_tE71k,СНИЖАЕМ ДАВЛЕНИЕ ДОМА БЕЗ ТАБЛЕТОК! Простые шаги от #докторлиза из #nikolife,2024-05-10T14:45:00Z
Ugz59gDk8VeCk00LCWR4AaABAg,I love that video. Thank you.,2024-05-11T06:26:00Z,@svetlanasafronova864,UC9b6xU4d0xzclOmlpVirY7g,1,https://yt3.ggpht.com/ytc/AIdro_mofZIgzWLh9SSqbt74wX4UZnWNSMXH-070dTEIlT7WJ8Vg=s48-c-k-c0x00ffffff-no-rj,False,0,Gak7U_tE71k,СНИЖАЕМ ДАВЛЕНИЕ ДОМА БЕЗ ТАБЛЕТОК! Простые шаги от #докторлиза из #nikolife,2024-05-10T14:45:00Z
UgxIa0JQXD9DxFUjsp54AaABAg,"Пока 10 штук будешь рассасывать таблетки, инсульт стеганет,",2024-05-10T20:34:20Z,@НаталиСекрет,UCdbtmzW9dxNjVA0B6gbvtPg,0,https://yt3.ggpht.com/ytc/AIdro_l5raQR4PRdIP7z_buUTTEzHcoyyxhoImJqPg5v83P5AnZc6QuW2zAbyJWDy7S4GzZZtiE=s48-c-k-c0x00ffffff-no-rj,False,1,Gak7U_tE71k,СНИЖАЕМ ДАВЛЕНИЕ ДОМА БЕЗ ТАБЛЕТОК! Простые шаги от #докторлиза из #nikolife,2024-05-10T14:45:00Z
